img_path,attr,label
Images/skirt_length_labels/561c7ffbd6c4d6b2f5f09027ff6b456c.jpg,skirt_length_labels,000010tag
Images/skirt_length_labels/a1c7e1cb0138ebb34fde7d4dba842614.jpg,skirt_length_labels,000011tag
Images/skirt_length_labels/0fc4800356dc9354f98abb584dfa397c.jpg,skirt_length_labels,001000tag
Images/skirt_length_labels/43ba04907fc026cde0aa389d743a6200.jpg,skirt_length_labels,000100tag
Images/skirt_length_labels/008876fe827d4c6c3f659d75e75b9959.jpg,skirt_length_labels,000100tag
Images/skirt_length_labels/f503942600bd44906e3ff740fef55578.jpg,skirt_length_labels,000100tag
Images/skirt_length_labels/58fe26e7644e5e89c8d58117d0c523a8.jpg,skirt_length_labels,000011tag
Images/skirt_length_labels/12a906b63faa942a6fef2350bd096845.jpg,skirt_length_labels,000100tag
Images/skirt_length_labels/600a93407a632ab447d5b79bb0fdbd38.jpg,skirt_length_labels,000001tag
Images/skirt_length_labels/6008b1a48a3f27bf95c9e381dc216fa3.jpg,skirt_length_labels,000100tag
Images/skirt_length_labels/6474cb7e9df7aecaa7247a8ed17af3e7.jpg,skirt_length_labels,100000tag
Images/skirt_length_labels/e0a972bdaa5309c3f8c71a8af8440bbb.jpg,skirt_length_labels,001000tag
Images/skirt_length_labels/cb22d99ce5e5a5278f626e4777316db8.jpg,skirt_length_labels,000100tag
Images/skirt_length_labels/e4fade4ec5cf02ef8bba9f5a5b769620.jpg,skirt_length_labels,000010tag
Images/skirt_length_labels/20368cecd26f6029bf9f7af13855dfad.jpg,skirt_length_labels,001000tag
Images/skirt_length_labels/61fa386d90e160e07b9c15f47702f690.jpg,skirt_length_labels,000010tag
Images/skirt_length_labels/ea1d249e88e0e521b760c8fe4c6c8455.jpg,skirt_length_labels,010000tag
Images/skirt_length_labels/68089b1429ad2aceba9b59adba343036.jpg,skirt_length_labels,000010tag
Images/skirt_length_labels/3bd68c5098814f26269b0173f545fcda.jpg,skirt_length_labels,010000tag
Images/skirt_length_labels/37f62038a4c74e396558dc7b1a8e3414.jpg,skirt_length_labels,000001tag
