img_path,attr,label
Images/neck_design_labels/166e70259c378ce3814ba78f2c304b9a.jpg,neck_design_labels,00001tag
Images/neck_design_labels/22ddc13d269821bec736c846a2978ca2.jpg,neck_design_labels,00001tag
Images/neck_design_labels/d84d1e27a2178a35bd036deae74d1343.jpg,neck_design_labels,10000tag
Images/neck_design_labels/09cd19e9b432a562f765d76b101377f4.jpg,neck_design_labels,10000tag
Images/neck_design_labels/5f5df0872d733a646c51a9bf13560581.jpg,neck_design_labels,01000tag
Images/neck_design_labels/c3fcc3150fe3cea02899fa1f37120afe.jpg,neck_design_labels,00100tag
Images/neck_design_labels/fd50503dbea230b518478f3081c3aa8f.jpg,neck_design_labels,10000tag
Images/neck_design_labels/884e64d5e0b929bd00610beaa04feae3.jpg,neck_design_labels,00001tag
Images/neck_design_labels/ca02a192666563e7f2f1540056b6244f.jpg,neck_design_labels,01000tag
Images/neck_design_labels/47f23af77caacdc7658e7ed6379c4a97.jpg,neck_design_labels,00001tag
Images/neck_design_labels/576fba7c1d46bb13911114417f07f7a5.jpg,neck_design_labels,00010tag
Images/neck_design_labels/71694f84a7b2c8950411d8be8fb882af.jpg,neck_design_labels,00100tag
Images/neck_design_labels/4b4f1ed9fbfa34a6ba7aa946765c2d64.jpg,neck_design_labels,10000tag
Images/neck_design_labels/3a33cdac8562bc2ff8f5d8057c3d2413.jpg,neck_design_labels,00001tag
Images/neck_design_labels/70a10a1efdc0b93a2dac57d42eb6e832.jpg,neck_design_labels,01000tag
Images/neck_design_labels/4079cae247ddff2bd074f6416f0018b5.jpg,neck_design_labels,00010tag
Images/neck_design_labels/cfa6040bd7ebf4a6c5683f87453db081.jpg,neck_design_labels,00010tag
Images/neck_design_labels/fad5489e831330a679e77fb9c46aa92a.jpg,neck_design_labels,10000tag
Images/neck_design_labels/f8a2173351100e712140ee85cb59865c.jpg,neck_design_labels,10000tag
Images/neck_design_labels/a9ebd26db8560afb8a0969bad389cd2b.jpg,neck_design_labels,00001tag
Images/neck_design_labels/46d96e65f87e6e01f10a1e499cc10586.jpg,neck_design_labels,00001tag
Images/neck_design_labels/cba49b56f43faa7d2c76fea96df56be6.jpg,neck_design_labels,00100tag
Images/neck_design_labels/f869f6536823399befe0bb79607929b8.jpg,neck_design_labels,00100tag
Images/neck_design_labels/164d23f6ee3a4d6db1b35dfe3832f98b.jpg,neck_design_labels,00001tag
Images/neck_design_labels/df018c5cf2d1bca5f6ddb25f8ceb914c.jpg,neck_design_labels,01000tag
Images/neck_design_labels/8b0bd0ed0df906833e4e67b48ba24a29.jpg,neck_design_labels,00100tag
Images/neck_design_labels/79d47e5694a6836ac34bfd45462a1cac.jpg,neck_design_labels,00100tag
Images/neck_design_labels/7981463335ef8dffd45ec7700ca99e8f.jpg,neck_design_labels,10000tag
Images/neck_design_labels/f23a84a6f9cb9ffa518468ef2889d3a6.jpg,neck_design_labels,00010tag
Images/neck_design_labels/2a39e57a200da90a9265ea14b014130f.jpg,neck_design_labels,00100tag
Images/neck_design_labels/1ba3ff1d5fe854ed798b4f96536e49f3.jpg,neck_design_labels,10000tag
Images/neck_design_labels/588e51624f98f042f001cb97cabe3c9c.jpg,neck_design_labels,10000tag
Images/neck_design_labels/4a111f8fd304bc90ddad13c1d11c2a58.jpg,neck_design_labels,10000tag
Images/neck_design_labels/bedd0bd33b22356120409a35cba0447d.jpg,neck_design_labels,00010tag
Images/neck_design_labels/1a5a9b119d3660c42232f7434b343b8a.jpg,neck_design_labels,00100tag
Images/neck_design_labels/09693998c2dc828650f107835c4d35de.jpg,neck_design_labels,01000tag
Images/neck_design_labels/0bc834eb389a3e997dfa1149f5a47ce9.jpg,neck_design_labels,00001tag
Images/neck_design_labels/557ec94b98724b194f07c61de43ff1c5.jpg,neck_design_labels,00010tag
Images/neck_design_labels/2b7938de3c11de861f4f338c947562db.jpg,neck_design_labels,00010tag
Images/neck_design_labels/c0e7609e83633afc92331419fb9e1d2a.jpg,neck_design_labels,01000tag
Images/neck_design_labels/135535018a7d1bfd59e238de96660822.jpg,neck_design_labels,00010tag
Images/neck_design_labels/c5ffd5631f34f20da5ce6673bb614d12.jpg,neck_design_labels,10000tag
Images/neck_design_labels/ffa590075d9207932918b039430803db.jpg,neck_design_labels,00100tag
Images/neck_design_labels/4ebcf2c89d03961098e33f3bc2dbb9cd.jpg,neck_design_labels,00010tag
Images/neck_design_labels/182150d3b84908bb922b70387f0f56f9.jpg,neck_design_labels,10000tag
Images/neck_design_labels/4b8a42a4dc0b8572b7a2a3dcb7f8411e.jpg,neck_design_labels,10000tag
Images/neck_design_labels/66a29700cfa0cbd261a644d1a4d9f846.jpg,neck_design_labels,10000tag
Images/neck_design_labels/c14d8036631e8d8b07437fe1f61409f6.jpg,neck_design_labels,00010tag
Images/neck_design_labels/60902c6d71ca88d1e3a7c89edd6aa1f0.jpg,neck_design_labels,10000tag
Images/neck_design_labels/875a86d956f7685c27a30d564cd74081.jpg,neck_design_labels,01000tag
Images/neck_design_labels/333a678f726c727db45a653bab81536c.jpg,neck_design_labels,01000tag
Images/neck_design_labels/ad40aafd89225a29ab6f61eb864bc1b0.jpg,neck_design_labels,00010tag
Images/neck_design_labels/7637a58a33f2d6d4f230bda2838d1552.jpg,neck_design_labels,00100tag
Images/neck_design_labels/8e7742b25671c26319ab02db5d9a7e28.jpg,neck_design_labels,00100tag
Images/neck_design_labels/9f80d3e9cef5574d2f6d38b79f148ae9.jpg,neck_design_labels,00010tag
Images/neck_design_labels/246a92fe0b62a9add54e2d715f7491f4.jpg,neck_design_labels,01000tag
Images/neck_design_labels/8fa2e23ceacd594480307c4e242fd629.jpg,neck_design_labels,00001tag
Images/neck_design_labels/6a64cfe5f5bb8b2a4fd6715a97027f05.jpg,neck_design_labels,00010tag
Images/neck_design_labels/d2404b6705e37d4572841210177eb401.jpg,neck_design_labels,01000tag
Images/neck_design_labels/574b1867f8796deaa50dd05b50156b74.jpg,neck_design_labels,00100tag
Images/neck_design_labels/368ac1567fd1e2e4140e661424573af1.jpg,neck_design_labels,10000tag
Images/neck_design_labels/8a34049587e6ac9d823c227359822777.jpg,neck_design_labels,00001tag
Images/neck_design_labels/8c28ae51a6af29eb0d5b5763321b8fcf.jpg,neck_design_labels,10000tag
Images/neck_design_labels/c0508f19652ff3e024da4f23e4fc77c9.jpg,neck_design_labels,00100tag
Images/neck_design_labels/d8fe72f564a5f98a47248b4b160caaed.jpg,neck_design_labels,00010tag
Images/neck_design_labels/b3fb88e775c29cacc3899e882d3c2c40.jpg,neck_design_labels,00100tag
Images/neck_design_labels/4ad324e14ac1c46392381d4235441204.jpg,neck_design_labels,10000tag
Images/neck_design_labels/68cd5dd43a2aeca4cafa1fdd27a36658.jpg,neck_design_labels,00001tag
Images/neck_design_labels/76917f07d4192c4f7ffb845973590db0.jpg,neck_design_labels,10000tag
Images/neck_design_labels/c7a39b25ca0b169e0e115a55ac92f760.jpg,neck_design_labels,00001tag
Images/neck_design_labels/0b3d75978bb9970e159cb6e9689c812a.jpg,neck_design_labels,01000tag
Images/neck_design_labels/23c81c2a674eddeb8a1a6cbb78106c5d.jpg,neck_design_labels,01000tag
Images/neck_design_labels/3f968db585696d8055e645fda5dca6a4.jpg,neck_design_labels,10000tag
Images/neck_design_labels/b95d42aa5e754fc4e8fd34d812f64590.jpg,neck_design_labels,10000tag
Images/neck_design_labels/49b2fc0d744be61b0aebaddafd676fc1.jpg,neck_design_labels,00010tag
Images/neck_design_labels/f5445ef245b1d004a216727d8ce31c74.jpg,neck_design_labels,00001tag
Images/neck_design_labels/3b877d1bc0727642ef1f9ee155a780a8.jpg,neck_design_labels,10000tag
Images/neck_design_labels/00272a15bab0ba560601945ef4129ae8.jpg,neck_design_labels,00001tag
Images/neck_design_labels/b3e6fe2a83e59d88967db0ad62ba004e.jpg,neck_design_labels,00010tag
Images/neck_design_labels/bf9bcf50479d4d2fce75d12cf5750a89.jpg,neck_design_labels,01000tag
Images/neck_design_labels/cc64507fa6ad73ffc916f60edad89f30.jpg,neck_design_labels,00100tag
Images/neck_design_labels/934928084d08c0d874e053906ac8a1c8.jpg,neck_design_labels,00100tag
Images/neck_design_labels/08a0003ca7966eddac3cdd7642690615.jpg,neck_design_labels,00100tag
Images/neck_design_labels/0ac72648f61bd05d2e1a5d84144953a2.jpg,neck_design_labels,10000tag
Images/neck_design_labels/888ccf30bc06436bf55b313a24ab0b77.jpg,neck_design_labels,00010tag
Images/neck_design_labels/d817cde5008342e581cbb20f54cfa7e2.jpg,neck_design_labels,00010tag
