img_path,attr,label
Images/pant_length_labels/fccc8470b43818b8b6bb9b140e8c1a19.jpg,pant_length_labels,100000tag
Images/pant_length_labels/111668a1329a9b93bbcec4d378a3b3ab.jpg,pant_length_labels,010000tag
Images/pant_length_labels/db60074376e52d69a3442993138c881c.jpg,pant_length_labels,000001tag
Images/pant_length_labels/5b8babfa3e2c266b3349a448c0366fb1.jpg,pant_length_labels,010000tag
Images/pant_length_labels/d8ab7a7c8b6adf2dad08b33b4dd1d785.jpg,pant_length_labels,010000tag
Images/pant_length_labels/e665bc9b8527ca1727444f64207d2892.jpg,pant_length_labels,100000tag
Images/pant_length_labels/23623bc9f0263532d918e4171cc7e261.jpg,pant_length_labels,000001tag
Images/pant_length_labels/f389015f6bba345c8fd81d58eb644de0.jpg,pant_length_labels,100000tag
Images/pant_length_labels/b664e0b34a78782a125960866557728b.jpg,pant_length_labels,010000tag
Images/pant_length_labels/f904d472a0f582e23f49ddb2ba1c5378.jpg,pant_length_labels,010000tag
Images/pant_length_labels/48d3a1c22531feb82458997b0e57cb84.jpg,pant_length_labels,000010tag
Images/pant_length_labels/7857be9b36bf99273a298ba90824abd0.jpg,pant_length_labels,000001tag
Images/pant_length_labels/1df9590e47e2ea1ee2a1b373076836b6.jpg,pant_length_labels,000001tag
Images/pant_length_labels/06274003a19b1cd022b9654f43a6f30d.jpg,pant_length_labels,001000tag
Images/pant_length_labels/ac11db152faa568f29d85ae747820fd8.jpg,pant_length_labels,000001tag
Images/pant_length_labels/d007da3f1e85d378bc2024846bad8c6a.jpg,pant_length_labels,000010tag
Images/pant_length_labels/81dcd30ac921afaf5b9ec46adef97b17.jpg,pant_length_labels,000010tag
Images/pant_length_labels/ab6352bf1f3157fb8be57c212acfdd0a.jpg,pant_length_labels,000100tag
Images/pant_length_labels/ecbc970989162f5a95eff08c88cab18d.jpg,pant_length_labels,001000tag
Images/pant_length_labels/b7254e121227017f9e87012ed9fd90f6.jpg,pant_length_labels,000011tag
Images/pant_length_labels/475f7d3665ffc20334992adde57135ce.jpg,pant_length_labels,000001tag
Images/pant_length_labels/6ca9c68ea81f21a2b3003ecc9a7d247a.jpg,pant_length_labels,000010tag
Images/pant_length_labels/d124993d085edef86aad5c35e1a54093.jpg,pant_length_labels,010000tag
Images/pant_length_labels/562ede42ec763f2a3a3cd0dca0802e46.jpg,pant_length_labels,100000tag
Images/pant_length_labels/96b34b0d781d05d0b39eb40fed856170.jpg,pant_length_labels,001000tag
Images/pant_length_labels/18e8daeee4a04717b060758388eff6f1.jpg,pant_length_labels,000001tag
Images/pant_length_labels/3df1d132322be347be5ad4e205b4a74a.jpg,pant_length_labels,001000tag
Images/pant_length_labels/979235cd05fba223f10850be87747f39.jpg,pant_length_labels,000100tag
Images/pant_length_labels/4e030e721ed7bc610470ec5156b24549.jpg,pant_length_labels,010000tag
Images/pant_length_labels/6377772f20bf66fcbf15475760839bd6.jpg,pant_length_labels,000100tag
Images/pant_length_labels/0311826109b2e85c29d6f7b649417683.jpg,pant_length_labels,001000tag
Images/pant_length_labels/0b9ed29b63f1e3a5e0f54aae2ffba12b.jpg,pant_length_labels,000010tag
Images/pant_length_labels/543073704dba6fc763b695194274e50a.jpg,pant_length_labels,000100tag
Images/pant_length_labels/82340dbd88624e619740f800656ed6b1.jpg,pant_length_labels,010000tag
Images/pant_length_labels/eff2048398605e6973055f1ae603eb97.jpg,pant_length_labels,000100tag
Images/pant_length_labels/acd5b380b38a485c183c4910ce42b1f1.jpg,pant_length_labels,001000tag
Images/pant_length_labels/6c6cbd8bc906c6718ff96814fe421b59.jpg,pant_length_labels,001000tag
Images/pant_length_labels/9e37573d8c0fafbd077d9c7c653faa7e.jpg,pant_length_labels,001000tag
Images/pant_length_labels/e0f6dad9b7b1e9441dfd2413304a0b02.jpg,pant_length_labels,001000tag
Images/pant_length_labels/fbafc17aec4349e1e9f001755b42997e.jpg,pant_length_labels,100000tag
Images/pant_length_labels/c171e4351fc281aaed9cae9b066db1a5.jpg,pant_length_labels,000100tag
Images/pant_length_labels/c15bf44b6f489bf625736c90bc1f10cc.jpg,pant_length_labels,001000tag
Images/pant_length_labels/51729f807eff11a850ff74358889e028.jpg,pant_length_labels,001000tag
Images/pant_length_labels/7f99a7046bd2141183c9911e13a83af7.jpg,pant_length_labels,000100tag
Images/pant_length_labels/3c4eb18bd9ff2bfda7bc3bb82d5a2b80.jpg,pant_length_labels,001000tag
Images/pant_length_labels/03f7f07ecbbf32c333682eafc0316316.jpg,pant_length_labels,000010tag
Images/pant_length_labels/131c9d0085e6e2e0dca0ba8e059be9b8.jpg,pant_length_labels,010000tag
Images/pant_length_labels/17784f093455b45d396772de83f6b4d2.jpg,pant_length_labels,000001tag
Images/pant_length_labels/0bd5ada36e06243318da3e68de8b8e85.jpg,pant_length_labels,000001tag
Images/pant_length_labels/7d609f09370f7cda8e9489454b4bef1e.jpg,pant_length_labels,010000tag
Images/pant_length_labels/669aaac897ddebc3f23ed725cb4b5338.jpg,pant_length_labels,000011tag
Images/pant_length_labels/28a908d748a00aa6758a28e2f2d09ef8.jpg,pant_length_labels,010000tag
Images/pant_length_labels/6b7c2f0a5e91c4da884cbc69ccddbeab.jpg,pant_length_labels,100000tag
Images/pant_length_labels/7ce66d56e19f48ddf65ce740de5d6305.jpg,pant_length_labels,000100tag
Images/pant_length_labels/c32e29f0cd85ef4e7a5563ace7ceb321.jpg,pant_length_labels,001000tag
Images/pant_length_labels/dacdb1ae768ff006ed44043b91d7c7b8.jpg,pant_length_labels,000001tag
Images/pant_length_labels/c8c7088a7edddb14784bcb8ab3e58871.jpg,pant_length_labels,100000tag
Images/pant_length_labels/73ee514fc6a0404ab9b9db0326b65fb4.jpg,pant_length_labels,000100tag
Images/pant_length_labels/244184885b1e9bba2e06d683604d36dc.jpg,pant_length_labels,010000tag
Images/pant_length_labels/23905f6e95b11ea529dcb575ac19db6b.jpg,pant_length_labels,100000tag
Images/pant_length_labels/d06c07bfb5af02e1f84dc0a7dc171ca9.jpg,pant_length_labels,000010tag
Images/pant_length_labels/10cdbd2ef16bc54ea8d4817250ec0e31.jpg,pant_length_labels,001000tag
Images/pant_length_labels/71067e452621b2d1a35a904760c50b2e.jpg,pant_length_labels,001000tag
Images/pant_length_labels/e0c79a1115a9eb4f7bbe68f3f656a385.jpg,pant_length_labels,010000tag
Images/pant_length_labels/c7673a1a696b777d2d35f9585b14dc38.jpg,pant_length_labels,000100tag
Images/pant_length_labels/1e8406ad4e2989c537b0d56a54ee0a17.jpg,pant_length_labels,010000tag
Images/pant_length_labels/fe1e61b004ecc762a8c410a36e2a4d24.jpg,pant_length_labels,010000tag
Images/pant_length_labels/594a77e977e9c490ad9ce889ccc438c2.jpg,pant_length_labels,000001tag
Images/pant_length_labels/5f1d9274f7539c5c1280d9f1d3b7f72c.jpg,pant_length_labels,100000tag
Images/pant_length_labels/3bb21be75c4f0d8bda54c9d74fcc8c68.jpg,pant_length_labels,000100tag
Images/pant_length_labels/ba841dbe92e9b3c78b0f742c69adeab7.jpg,pant_length_labels,000100tag
Images/pant_length_labels/05e575b8c63134592717668e0ff3d75b.jpg,pant_length_labels,000001tag
Images/pant_length_labels/98a243e3d2b8e8baf94656d51d789fb9.jpg,pant_length_labels,100000tag
Images/pant_length_labels/97748d986fa84d12ad922b126637f9a3.jpg,pant_length_labels,001000tag
Images/pant_length_labels/3540539679fdfc6609ec707e65c0d38f.jpg,pant_length_labels,000100tag
Images/pant_length_labels/84ba648af18403eb4493032b7b032de3.jpg,pant_length_labels,000100tag
Images/pant_length_labels/e8988a6b4fba883d71a91a839d48de3d.jpg,pant_length_labels,001000tag
Images/pant_length_labels/95eba32e0d6e414150f671797f38be03.jpg,pant_length_labels,000011tag
Images/pant_length_labels/84994af1b94a2bf783b9d467eba787de.jpg,pant_length_labels,000010tag
Images/pant_length_labels/6de4a9bbf7d90a5195c943dca6f766e6.jpg,pant_length_labels,001000tag
Images/pant_length_labels/990ffe4295f35825582e8dfc95ef9eea.jpg,pant_length_labels,010000tag
Images/pant_length_labels/659406c66b213bc3775a42b339468866.jpg,pant_length_labels,001000tag
Images/pant_length_labels/c4a1b136afde69d57a9d45ba2d1b457c.jpg,pant_length_labels,010000tag
Images/pant_length_labels/5ed49a8da562d5fa98bdf88ad75fb254.jpg,pant_length_labels,010000tag
Images/pant_length_labels/58dfb109384d21f47de4f67827bbb7e1.jpg,pant_length_labels,100000tag
Images/pant_length_labels/a8e3e671c58b21af458097eb51cebd8d.jpg,pant_length_labels,000100tag
Images/pant_length_labels/8d7c267305fbf67a57a59aced9205030.jpg,pant_length_labels,100000tag
Images/pant_length_labels/c35c5869a72c08ad528ffd88e5727699.jpg,pant_length_labels,001000tag
Images/pant_length_labels/8314c157be44ba9eb3fcc464f54b275c.jpg,pant_length_labels,001000tag
Images/pant_length_labels/8912dc94199a0daf6bf5b53482008014.jpg,pant_length_labels,000001tag
Images/pant_length_labels/643b01856ed453ff1b895d134e78bcb9.jpg,pant_length_labels,010000tag
Images/pant_length_labels/50c8828f08ddf88c3da399633c3b2a69.jpg,pant_length_labels,000100tag
Images/pant_length_labels/5dc3451755cbc4571d9b7af8119a60a0.jpg,pant_length_labels,010000tag
Images/pant_length_labels/4f06b74af77cadfc1bb01f4bac5fcfd1.jpg,pant_length_labels,001000tag
Images/pant_length_labels/f2942aec1e4bb26ce6d7ca0e9a8bb2a4.jpg,pant_length_labels,001000tag
Images/pant_length_labels/c691afafa8f865a10bb748e406e8add3.jpg,pant_length_labels,000011tag
Images/pant_length_labels/02cf6cb273fe0df54e87deb69c113c4b.jpg,pant_length_labels,010000tag
Images/pant_length_labels/3329916b6a96e05580bef08f5ebba797.jpg,pant_length_labels,000001tag
Images/pant_length_labels/dae6004942d3f6751ac01166fd4283ca.jpg,pant_length_labels,000100tag
Images/pant_length_labels/7c23f4cca8e94bdeff731daa31afafe9.jpg,pant_length_labels,000001tag
Images/pant_length_labels/56d9b5073ac9957d79062550cbd49762.jpg,pant_length_labels,010000tag
Images/pant_length_labels/a33f64e12623c0179731d2e46b0938cc.jpg,pant_length_labels,000010tag
Images/pant_length_labels/d760b855f23aad031bf4bb7df9935ca9.jpg,pant_length_labels,000011tag
Images/pant_length_labels/5be95189a9352fd017dd289a378438db.jpg,pant_length_labels,001000tag
