img_path,attr,label
Images/sleeve_length_labels/f5c414bda8a9bb97f65fd326986d1a9d.jpg,sleeve_length_labels,000000010tag
Images/sleeve_length_labels/ffeef43a34d68b2a47b9822fbd691ad9.jpg,sleeve_length_labels,001000000tag
Images/sleeve_length_labels/4be61ca727ad25645e7bc819a3e463ca.jpg,sleeve_length_labels,000000111tag
Images/sleeve_length_labels/b9d69a26db06295bfaa9c50354ded641.jpg,sleeve_length_labels,000100000tag
Images/sleeve_length_labels/fb7c3a0181d538b52ec0c1341c00ca31.jpg,sleeve_length_labels,000000100tag
Images/sleeve_length_labels/d728bbcec76d8f54b8d3a72f861f8294.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/401351ab01a240794cb282466422cfd8.jpg,sleeve_length_labels,000000111tag
Images/sleeve_length_labels/5a3dcba20d00e53f09a30ab0bb876f31.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/8fc57f1e367e2c7f44fc04d35e2b845f.jpg,sleeve_length_labels,000000010tag
Images/sleeve_length_labels/28c823bbcd13f81e7f72b07bd00e8f8b.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/4480385f3cfb87a3fdad7caea674c27a.jpg,sleeve_length_labels,000000001tag
Images/sleeve_length_labels/d2bd36ca518861cf62f88ce3c6e2040c.jpg,sleeve_length_labels,001000000tag
Images/sleeve_length_labels/59e6aa84c79224eff0ce08d24adada65.jpg,sleeve_length_labels,001000000tag
Images/sleeve_length_labels/25294867fc2cf4fdd795675b28b4c704.jpg,sleeve_length_labels,000000001tag
Images/sleeve_length_labels/918f8e57a690554cb1600c6af563b982.jpg,sleeve_length_labels,000000100tag
Images/sleeve_length_labels/ea97527145a45428061fe89eabd4400c.jpg,sleeve_length_labels,000010000tag
Images/sleeve_length_labels/880fa1a43b0496eb5cce51f0ecee96e5.jpg,sleeve_length_labels,000000111tag
Images/sleeve_length_labels/79220b35c606248cbdcfca315af36eb8.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/96b9ef330fea4ca3e9028cf00b5db616.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/906fcab29841f136661d8845e6b05225.jpg,sleeve_length_labels,000000010tag
Images/sleeve_length_labels/dbff944a5c99656729d7a11f9b21234a.jpg,sleeve_length_labels,000010000tag
Images/sleeve_length_labels/8970b62de8fa49168dbcba8c2f7be2f8.jpg,sleeve_length_labels,000100000tag
Images/sleeve_length_labels/e00936dd7e153f9b18b4a175b66b8cb6.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/d4abbf9b1991f34c08598f804f8479f8.jpg,sleeve_length_labels,000010000tag
Images/sleeve_length_labels/6034674947db65a0efc49d70f10fd866.jpg,sleeve_length_labels,000000001tag
Images/sleeve_length_labels/a033c672edac586fd4f9f98f59dc847f.jpg,sleeve_length_labels,000000001tag
Images/sleeve_length_labels/d5b4679103b04de4563fa72a5b35ab35.jpg,sleeve_length_labels,000000010tag
Images/sleeve_length_labels/407adbcf953dfb60c61bd379183a1d49.jpg,sleeve_length_labels,100000000tag
Images/sleeve_length_labels/1d3419bdb3590a04d5beeef29741887f.jpg,sleeve_length_labels,000000001tag
Images/sleeve_length_labels/4646bbbefa9b0579cdd03366b6618d2d.jpg,sleeve_length_labels,000000100tag
Images/sleeve_length_labels/831caa7f8c7bd9b462b37c497945e366.jpg,sleeve_length_labels,001000000tag
Images/sleeve_length_labels/193ce850ff71e027880fb216eb2f9f58.jpg,sleeve_length_labels,000001000tag
Images/sleeve_length_labels/3c4fccd22685e26f9a479f31cac0b5cc.jpg,sleeve_length_labels,001000000tag
Images/sleeve_length_labels/4e25132d96fbda4061ef43340b83d049.jpg,sleeve_length_labels,000100000tag
Images/sleeve_length_labels/20e8afe99aa0902c28b1b6ddce69e887.jpg,sleeve_length_labels,000100000tag
